  321    -12.4668
  322     -5.4376
  323     -8.0227
  324    -17.0768
  325     -3.6017
  326    -14.7703
  327     -7.7363
  328     -7.4436
  329     -0.4900
  330     -3.2350
  331     -5.7304
  332     -7.8114
  333     -7.8723
  334    -11.5235
  335     -4.8735
  336     -3.6854
  337     -4.7378
  338      0.9525
  339    -10.4900
  340     -8.9740
  341     -1.2581
  342     -5.4990
  343      1.2898
  344    -10.7363
  345      1.2473
  346     -0.5309
  347     -6.6610
  348     -5.8195
  349     -6.1763
  350      0.3985
  351     -3.4240
  352     -8.4102
  353     -7.6932
  354     -9.6969
  355     -2.5564
  356     -3.5717
  357     -0.1807
  358     -7.7558
  359     -1.0354
  360     -0.6462
  361     -9.2824
  362     -7.9611
  363    -15.5265
  364    -10.5573
  365    -12.3841
  366    -13.8724
  367     -8.9811
  368    -12.6610
  369     -2.7017
  370    -17.6642
  371     -7.2381
  372     -9.7809
  373     -6.8735
  374     -7.5661
  375     -6.7134
  376     -4.7414
  377     -3.9062
  378     -9.4121
  379     -7.9584
  380     -8.4056
  381     -6.1982
  382     -9.7708
  383    -15.7887
  384     -7.6961
  385     -8.0653
  386     -5.0772
  387    -12.6305
  388     -6.1837
  389     -1.1181
  390    -19.4655
  391     -5.9870
  392     -5.7479
  393     -3.0446
  394    -12.1898
  395     -2.8152
  396    -10.4749
  397     -9.9269
  398     -5.9961
  399     -2.5324
  400     -8.7899
