    1     -9.1684
    2    -12.0190
    3     -4.8041
    4    -14.5561
    5     -6.8765
    6    -16.0880
    7     -9.7267
    8     -9.1959
    9    -13.3721
   10     -2.7519
   11     -6.9600
   12     -2.3297
   13     -3.5384
   14    -11.4997
   15    -12.9403
   16     -9.9215
   17     -9.7610
   18     -4.4555
   19    -21.9270
   20     -4.1038
   21    -13.5419
   22     -3.5050
   23     -4.8865
   24    -18.9926
   25     -1.4283
   26     -6.3142
   27     -8.0006
   28      0.2532
   29    -12.5825
   30     -7.4004
   31     -8.6735
   32     -8.2867
   33    -13.9307
   34     -7.2715
   35     -5.5610
   36     -8.4317
   37     -9.1091
   38     -4.8748
   39     -2.8115
   40     -3.1862
   41     -3.6755
   42    -16.5524
   43     -5.6765
   44     -9.6936
   45     -2.5351
   46    -10.7472
   47     -8.2019
   48     -4.1960
   49     -2.7831
   50     -8.3038
   51     -2.8532
   52     -8.3953
   53    -10.1247
   54     -4.7977
   55     -8.5876
   56    -10.4261
   57     -5.5568
   58    -13.9714
   59     -2.0696
   60     -8.3838
   61    -10.6862
   62    -10.3237
   63    -15.0757
   64    -11.3329
   65    -13.0225
   66     -2.9299
   67     -8.6992
   68     -2.7516
   69     -4.2082
   70    -10.6276
   71    -14.7925
   72    -12.0380
   73     -5.6415
   74    -12.5979
   75     -7.6832
   76    -10.4903
   77     -7.2424
   78     -7.9225
   79     -6.8351
   80    -11.4415
