  241     -9.3539
  242     -7.0681
  243     -3.4699
  244     -7.2761
  245     -7.5534
  246     -5.8252
  247    -12.8545
  248     -5.4691
  249     -7.5650
  250     -7.6562
  251    -15.0347
  252     -9.2985
  253    -18.5977
  254     -5.5240
  255     -8.3578
  256     -0.7266
  257     -2.0754
  258     -6.5642
  259     -7.7672
  260    -12.2708
  261     -2.3560
  262    -11.6362
  263     -8.0392
  264     -6.5064
  265     -8.6993
  266     -8.5716
  267     -6.9134
  268    -14.1238
  269     -1.0461
  270      0.8882
  271      1.8702
  272     -4.1609
  273     -4.3743
  274    -12.5111
  275     -4.4864
  276     -8.9676
  277     -8.6835
  278    -10.9003
  279     -4.2668
  280    -12.2734
  281     -5.3754
  282     -4.6099
  283    -12.1391
  284     -6.7024
  285     -4.4292
  286      0.3992
  287     -8.0981
  288     -8.9257
  289    -11.3842
  290    -10.3219
  291     -5.5038
  292     -0.7250
  293     -5.8042
  294     -1.2606
  295     -6.3856
  296     -8.2996
  297      0.9132
  298     -4.1001
  299     -1.2303
  300     -6.1286
  301     -5.7287
  302     -5.6281
  303      1.6208
  304     -3.8096
  305     -7.1675
  306    -14.7849
  307     -7.2548
  308     -4.6235
  309     -6.9928
  310     -3.5143
  311     -6.2839
  312     -4.9222
  313     -4.0378
  314     -0.8405
  315     -3.4213
  316     -2.7401
  317     -2.1048
  318     -5.0660
  319     -1.0771
  320     -4.8405
